,5p_length,5p_bulges,5p_bulges_len,5p_basepair,5p_basepair_len,3p_length,3p_bulges,3p_bulges_len,3p_basepair,3p_basepair_len
Cpo-Mir-430-P3,23,2,0.08695652173913043,21,0.9130434782608695,23,2,0.08695652173913043,19,0.8260869565217391
Sme-Mir-2148,21,6,0.2857142857142857,15,0.7142857142857143,22,4,0.18181818181818182,16,0.7272727272727273
Loc-Mir-101-P1-v2,22,2,0.09090909090909091,20,0.9090909090909091,22,0,0.0,20,0.9090909090909091
Dre-Mir-430-o2a11,22,2,0.09090909090909091,20,0.9090909090909091,23,3,0.13043478260869565,18,0.782608695652174
Gmo-Mir-15-P1b,22,3,0.13636363636363635,19,0.8636363636363636,22,1,0.045454545454545456,19,0.8636363636363636
Dma-Mir-96-P2,24,6,0.25,18,0.75,22,4,0.18181818181818182,16,0.7272727272727273
Rno-Mir-101-P1-v2,22,2,0.09090909090909091,20,0.9090909090909091,22,0,0.0,20,0.9090909090909091
Pmi-Mir-92-o27,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Mml-Mir-154-P31,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Tgu-Mir-129-P1,21,4,0.19047619047619047,17,0.8095238095238095,22,4,0.18181818181818182,16,0.7272727272727273
Xla-Mir-24-P2d,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Cpo-Mir-193-P2a,23,3,0.13043478260869565,20,0.8695652173913043,21,3,0.14285714285714285,16,0.7619047619047619
Lpo-Mir-281-P15,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Mdo-Mir-7281,22,4,0.18181818181818182,18,0.8181818181818182,22,2,0.09090909090909091,18,0.8181818181818182
Ami-Mir-1329,22,6,0.2727272727272727,16,0.7272727272727273,22,2,0.09090909090909091,18,0.8181818181818182
Xtr-Mir-214-v2,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Rno-Mir-191,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Mml-Mir-450-P3,23,5,0.21739130434782608,18,0.782608695652174,22,5,0.22727272727272727,15,0.6818181818181818
Pbv-Mir-30-P1d,24,3,0.125,21,0.875,22,0,0.0,20,0.9090909090909091
Gga-Mir-221-P2a,26,7,0.2692307692307692,19,0.7307692307692307,23,3,0.13043478260869565,18,0.782608695652174
Rno-Mir-1-P2,23,2,0.08695652173913043,21,0.9130434782608695,22,1,0.045454545454545456,19,0.8636363636363636
Hsa-Mir-154-P8,22,6,0.2727272727272727,16,0.7272727272727273,21,4,0.19047619047619047,15,0.7142857142857143
Mal-Mir-199-P3-v3,22,2,0.09090909090909091,20,0.9090909090909091,21,2,0.09523809523809523,17,0.8095238095238095
Dre-Mir-129-P2b,21,4,0.19047619047619047,17,0.8095238095238095,22,4,0.18181818181818182,16,0.7272727272727273
Oan-Mir-129-P1,21,4,0.19047619047619047,17,0.8095238095238095,22,4,0.18181818181818182,16,0.7272727272727273
Cpi-Mir-1677-o6,22,5,0.22727272727272727,17,0.7727272727272727,22,3,0.13636363636363635,17,0.7727272727272727
Dsi-Mir-975,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Bla-Mir-103-P6,24,3,0.125,21,0.875,22,1,0.045454545454545456,19,0.8636363636363636
Gga-Mir-1452,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Sto-Mir-126-P2-v2,21,4,0.19047619047619047,17,0.8095238095238095,21,2,0.09523809523809523,17,0.8095238095238095
Gja-Mir-214-v2,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Aca-Mir-1-P3,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Mdo-Let-7-P2c2,22,1,0.045454545454545456,21,0.9545454545454546,21,1,0.047619047619047616,18,0.8571428571428571
Oan-Mir-7432,22,1,0.045454545454545456,21,0.9545454545454546,22,1,0.045454545454545456,19,0.8636363636363636
Bta-Mir-430-P3,23,2,0.08695652173913043,21,0.9130434782608695,23,2,0.08695652173913043,19,0.8260869565217391
Ete-Mir-103-P2,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Loc-Mir-193-P2a,23,4,0.17391304347826086,19,0.8260869565217391,21,1,0.047619047619047616,18,0.8571428571428571
Tgu-Mir-489-v2,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Cli-Mir-489-v1,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Csc-Iab-4-P6,22,2,0.09090909090909091,20,0.9090909090909091,22,3,0.13636363636363635,17,0.7727272727272727
Sha-Mir-430-o29,22,5,0.22727272727272727,17,0.7727272727272727,22,3,0.13636363636363635,17,0.7727272727272727
Cpo-Mir-103-P4,23,4,0.17391304347826086,19,0.8260869565217391,23,3,0.13043478260869565,18,0.782608695652174
Bpl-Bantam,25,4,0.16,21,0.84,22,1,0.045454545454545456,19,0.8636363636363636
Pma-Mir-33-o1,22,1,0.045454545454545456,21,0.9545454545454546,22,2,0.09090909090909091,18,0.8181818181818182
Isc-Mir-10-P3,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Mal-Mir-137-P3a-v2,24,4,0.16666666666666666,20,0.8333333333333334,23,5,0.21739130434782608,16,0.6956521739130435
Ocu-Mir-676,22,6,0.2727272727272727,16,0.7272727272727273,21,4,0.19047619047619047,15,0.7142857142857143
Cpo-Mir-1-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Bta-Mir-133-P3-v1,23,5,0.21739130434782608,18,0.782608695652174,23,5,0.21739130434782608,16,0.6956521739130435
Pbv-Mir-32,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Xtr-Mir-7-P2,24,4,0.16666666666666666,20,0.8333333333333334,22,1,0.045454545454545456,19,0.8636363636363636
Bfl-Mir-71,22,4,0.18181818181818182,18,0.8181818181818182,21,3,0.14285714285714285,16,0.7619047619047619
Pma-Mir-203-o2-v1,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Cel-Mir-96-P2,22,4,0.18181818181818182,18,0.8181818181818182,23,6,0.2608695652173913,15,0.6521739130434783
Gmo-Mir-129-P2b,21,4,0.19047619047619047,17,0.8095238095238095,22,4,0.18181818181818182,16,0.7272727272727273
Gja-Mir-147-P3b-v1,22,7,0.3181818181818182,15,0.6818181818181818,22,3,0.13636363636363635,17,0.7727272727272727
Spt-Mir-21,24,3,0.125,21,0.875,22,1,0.045454545454545456,19,0.8636363636363636
Cpo-Mir-124-P3-v2,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Cte-Mir-1993,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Aae-Mir-11899-P2,22,5,0.22727272727272727,17,0.7727272727272727,23,5,0.21739130434782608,16,0.6956521739130435
Cpi-Mir-140-P1-v2,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Dma-Mir-92-o46,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Ocu-Mir-154-P10,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Bge-Mir-2-P3,22,3,0.13636363636363635,19,0.8636363636363636,24,4,0.16666666666666666,18,0.75
Cmi-Mir-725,22,7,0.3181818181818182,15,0.6818181818181818,22,5,0.22727272727272727,15,0.6818181818181818
Npo-Mir-1-P20,23,2,0.08695652173913043,21,0.9130434782608695,22,2,0.09090909090909091,18,0.8181818181818182
Tca-Mir-10-P3,24,6,0.25,18,0.75,24,7,0.2916666666666667,15,0.625
Isc-Mir-2-P1,22,3,0.13636363636363635,19,0.8636363636363636,24,5,0.20833333333333334,17,0.7083333333333334
Sko-Mir-4830-P3,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Xla-Mir-130-P2a4,22,3,0.13636363636363635,19,0.8636363636363636,25,4,0.16,19,0.76
Ete-Mir-29-P1d-v1,24,3,0.125,21,0.875,23,2,0.08695652173913043,19,0.8260869565217391
Efe-Mir-315,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Mml-Mir-506-P8,22,5,0.22727272727272727,17,0.7727272727272727,21,5,0.23809523809523808,14,0.6666666666666666
Sha-Novel-16-P11,24,4,0.16666666666666666,20,0.8333333333333334,21,2,0.09523809523809523,17,0.8095238095238095
Cpo-Mir-143,21,3,0.14285714285714285,18,0.8571428571428571,21,2,0.09523809523809523,17,0.8095238095238095
Xla-Mir-153-P1c,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Ocu-Mir-455,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Ete-Mir-196-P1,23,3,0.13043478260869565,20,0.8695652173913043,23,4,0.17391304347826086,17,0.7391304347826086
Gga-Mir-10-P1c-v2,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Bge-Mir-305,24,3,0.125,21,0.875,23,2,0.08695652173913043,19,0.8260869565217391
Aae-Mir-1891-P2-v2,23,6,0.2608695652173913,17,0.7391304347826086,23,5,0.21739130434782608,16,0.6956521739130435
Asu-Mir-2-o11c,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Ami-Mir-737,22,1,0.045454545454545456,21,0.9545454545454546,22,2,0.09090909090909091,18,0.8181818181818182
Bta-Mir-202,21,2,0.09523809523809523,19,0.9047619047619048,22,2,0.09090909090909091,18,0.8181818181818182
Pma-Mir-133-o2-v1,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Oan-Mir-29-P2d,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Ebu-Mir-140-P4-v2,23,4,0.17391304347826086,19,0.8260869565217391,22,1,0.045454545454545456,19,0.8636363636363636
Mml-Mir-506-P10,22,6,0.2727272727272727,16,0.7272727272727273,22,5,0.22727272727272727,15,0.6818181818181818
Lan-Mir-8,22,3,0.13636363636363635,19,0.8636363636363636,23,3,0.13043478260869565,18,0.782608695652174
Cmi-Mir-15-P1c,23,7,0.30434782608695654,16,0.6956521739130435,23,5,0.21739130434782608,16,0.6956521739130435
Dpu-Mir-92-o46,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Ete-Mir-181-P1a,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Hme-Mir-3-P27,21,3,0.14285714285714285,18,0.8571428571428571,22,2,0.09090909090909091,18,0.8181818181818182
Dan-Mir-7,24,3,0.125,21,0.875,22,4,0.18181818181818182,16,0.7272727272727273
Bta-Mir-7859,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Cfa-Mir-1842-v2,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Cgi-Mir-1990,22,5,0.22727272727272727,17,0.7727272727272727,22,3,0.13636363636363635,17,0.7727272727272727
Gja-Mir-196-P3,22,6,0.2727272727272727,16,0.7272727272727273,23,7,0.30434782608695654,14,0.6086956521739131
Ete-Let-7-P2b2,22,1,0.045454545454545456,21,0.9545454545454546,21,0,0.0,19,0.9047619047619048
Ete-Mir-181-P2b,24,4,0.16666666666666666,20,0.8333333333333334,22,3,0.13636363636363635,17,0.7727272727272727
Dmo-Mir-124,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Ete-Mir-144,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Hsa-Mir-208-P1,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Isc-Mir-193-P1,24,5,0.20833333333333334,19,0.7916666666666666,22,4,0.18181818181818182,16,0.7272727272727273
Sto-Mir-140-P1-v2,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Ami-Mir-599,22,2,0.09090909090909091,20,0.9090909090909091,22,1,0.045454545454545456,19,0.8636363636363636
Aca-Mir-737,22,1,0.045454545454545456,21,0.9545454545454546,22,2,0.09090909090909091,18,0.8181818181818182
Xbo-Mir-193-P2,23,5,0.21739130434782608,18,0.782608695652174,22,5,0.22727272727272727,15,0.6818181818181818
Dmo-Mir-974,21,2,0.09523809523809523,19,0.9047619047619048,21,4,0.19047619047619047,15,0.7142857142857143
Sme-Mir-9-P29,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Asu-Let-7-P5,22,3,0.13636363636363635,19,0.8636363636363636,23,3,0.13043478260869565,18,0.782608695652174
Pma-Mir-181-P1o2,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Cgi-Bantam,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Xtr-Mir-133-P2-v1,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Spt-Mir-30-P1a,24,3,0.125,21,0.875,22,2,0.09090909090909091,18,0.8181818181818182
Gja-Mir-103-P2,23,4,0.17391304347826086,19,0.8260869565217391,23,3,0.13043478260869565,18,0.782608695652174
Sme-Mir-277-P6a,21,5,0.23809523809523808,16,0.7619047619047619,20,3,0.15,15,0.75
Oan-Mir-1421-P5,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Gmo-Mir-1306,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Mal-Mir-147-v2,22,7,0.3181818181818182,15,0.6818181818181818,21,3,0.14285714285714285,16,0.7619047619047619
Efe-Mir-278-P1-v1,24,5,0.20833333333333334,19,0.7916666666666666,22,4,0.18181818181818182,16,0.7272727272727273
Efe-Mir-1993-P1,22,2,0.09090909090909091,20,0.9090909090909091,23,3,0.13043478260869565,18,0.782608695652174
Mml-Mir-124-P2-v2,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Mun-Novel-2,23,6,0.2608695652173913,17,0.7391304347826086,23,4,0.17391304347826086,17,0.7391304347826086
Tca-Mir-11619-P3,23,5,0.21739130434782608,18,0.782608695652174,21,3,0.14285714285714285,16,0.7619047619047619
Cpo-Mir-342,27,9,0.3333333333333333,18,0.6666666666666666,25,6,0.24,17,0.68
Xla-Mir-23-P2c,21,2,0.09523809523809523,19,0.9047619047619048,23,3,0.13043478260869565,18,0.782608695652174
Mdo-Mir-1-P2,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Pbv-Mir-15-P1c,22,5,0.22727272727272727,17,0.7727272727272727,22,6,0.2727272727272727,14,0.6363636363636364
Dno-Mir-383-v2,23,4,0.17391304347826086,19,0.8260869565217391,21,3,0.14285714285714285,16,0.7619047619047619
Ete-Mir-430-P1,24,8,0.3333333333333333,16,0.6666666666666666,23,4,0.17391304347826086,17,0.7391304347826086
Sko-Mir-193-P2,24,5,0.20833333333333334,19,0.7916666666666666,22,2,0.09090909090909091,18,0.8181818181818182
Xla-Mir-10-P1d3-v1,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Efe-Mir-29-P1i,21,4,0.19047619047619047,17,0.8095238095238095,22,5,0.22727272727272727,15,0.6818181818181818
Dya-Mir-2-P7,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Mal-Mir-128-P1,23,5,0.21739130434782608,18,0.782608695652174,21,3,0.14285714285714285,16,0.7619047619047619
Sha-Mir-133-P3-v2,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Dme-Mir-974,22,5,0.22727272727272727,17,0.7727272727272727,22,7,0.3181818181818182,13,0.5909090909090909
Sha-Mir-12366-v2,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Mml-Mir-430-P33,24,4,0.16666666666666666,20,0.8333333333333334,22,1,0.045454545454545456,19,0.8636363636363636
Cfa-Mir-154-P13,21,5,0.23809523809523808,16,0.7619047619047619,21,5,0.23809523809523808,14,0.6666666666666666
Cpi-Mir-9589,21,6,0.2857142857142857,15,0.7142857142857143,21,5,0.23809523809523808,14,0.6666666666666666
Ebu-Mir-7-P5,24,4,0.16666666666666666,20,0.8333333333333334,22,3,0.13636363636363635,17,0.7727272727272727
Mun-Mir-92-P1c,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Xtr-Mir-204-P2,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Rno-Mir-430-P5b,22,4,0.18181818181818182,18,0.8181818181818182,24,4,0.16666666666666666,18,0.75
Gga-Mir-133-P4-v1,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Ete-Mir-154-P7,21,3,0.14285714285714285,18,0.8571428571428571,21,4,0.19047619047619047,15,0.7142857142857143
Pfl-Mir-4830-P8,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Xbo-Mir-92-o89,22,6,0.2727272727272727,16,0.7272727272727273,23,7,0.30434782608695654,14,0.6086956521739131
Cpo-Mir-3059,24,6,0.25,18,0.75,22,4,0.18181818181818182,16,0.7272727272727273
Gga-Mir-221-P1b,23,3,0.13043478260869565,20,0.8695652173913043,24,3,0.125,19,0.7916666666666666
Spu-Mir-33,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Cfa-Mir-15-P2a,22,4,0.18181818181818182,18,0.8181818181818182,23,2,0.08695652173913043,19,0.8260869565217391
Ebu-Mir-456,22,5,0.22727272727272727,17,0.7727272727272727,22,3,0.13636363636363635,17,0.7727272727272727
Bge-Novel-13,22,1,0.045454545454545456,21,0.9545454545454546,22,1,0.045454545454545456,19,0.8636363636363636
Dre-Mir-138-P2,23,5,0.21739130434782608,18,0.782608695652174,21,3,0.14285714285714285,16,0.7619047619047619
Csc-Mir-2-P1o,22,4,0.18181818181818182,18,0.8181818181818182,24,6,0.25,16,0.6666666666666666
Mml-Mir-590,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Cfa-Mir-154-P7,21,4,0.19047619047619047,17,0.8095238095238095,21,4,0.19047619047619047,15,0.7142857142857143
Oan-Mir-103-P1,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Tca-Mir-3-P9b,26,7,0.2692307692307692,19,0.7307692307692307,22,3,0.13636363636363635,17,0.7727272727272727
Oan-Mir-7414,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Lpo-Mir-9-P24,22,2,0.09090909090909091,20,0.9090909090909091,22,4,0.18181818181818182,16,0.7272727272727273
Ete-Mir-29-P1d-v2,24,4,0.16666666666666666,20,0.8333333333333334,23,2,0.08695652173913043,19,0.8260869565217391
Cpi-Let-7-P1b,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Dno-Mir-191,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Mun-Mir-135-P4,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Gmo-Mir-138-P1a,23,5,0.21739130434782608,18,0.782608695652174,21,4,0.19047619047619047,15,0.7142857142857143
Ete-Mir-330-v1,23,3,0.13043478260869565,20,0.8695652173913043,24,4,0.16666666666666666,18,0.75
Ete-Mir-148-P4,24,5,0.20833333333333334,19,0.7916666666666666,22,4,0.18181818181818182,16,0.7272727272727273
Sko-Mir-4818-P5,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Lan-Mir-71-P5,23,6,0.2608695652173913,17,0.7391304347826086,22,2,0.09090909090909091,18,0.8181818181818182
Dre-Mir-24-P1,23,5,0.21739130434782608,18,0.782608695652174,22,5,0.22727272727272727,15,0.6818181818181818
Cgi-Mir-2-o32,22,1,0.045454545454545456,21,0.9545454545454546,24,3,0.125,19,0.7916666666666666
Tgu-Mir-30-P2a,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Ami-Mir-1662,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Mml-Mir-3085,25,9,0.36,16,0.64,21,5,0.23809523809523808,14,0.6666666666666666
Cpo-Mir-19-P2a,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Cpi-Mir-133-P3-v2,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Tca-Mir-216-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Aae-Iab-4-P2-as,25,5,0.2,20,0.8,23,2,0.08695652173913043,19,0.8260869565217391
Cpi-Mir-10-P1c-v1,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Ete-Mir-103-P4,23,4,0.17391304347826086,19,0.8260869565217391,23,3,0.13043478260869565,18,0.782608695652174
Bla-Mir-4873,23,6,0.2608695652173913,17,0.7391304347826086,22,3,0.13636363636363635,17,0.7727272727272727
Lpo-Mir-252-P1c,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Aca-Let-7-P2a3,22,2,0.09090909090909091,20,0.9090909090909091,21,2,0.09523809523809523,17,0.8095238095238095
Cpi-Mir-551-P2,23,6,0.2608695652173913,17,0.7391304347826086,21,5,0.23809523809523808,14,0.6666666666666666
Hsa-Mir-154-P36,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Xla-Mir-142-P1b2-v2,22,6,0.2727272727272727,16,0.7272727272727273,22,1,0.045454545454545456,19,0.8636363636363636
Cgi-Mir-317-P2,22,1,0.045454545454545456,21,0.9545454545454546,24,2,0.08333333333333333,20,0.8333333333333334
Cmi-Mir-33-P3,21,1,0.047619047619047616,20,0.9523809523809523,21,2,0.09523809523809523,17,0.8095238095238095
Bta-Mir-203-v1,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Cli-Mir-128-P1,21,5,0.23809523809523808,16,0.7619047619047619,21,3,0.14285714285714285,16,0.7619047619047619
Lch-Mir-124-P3,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Rno-Let-7-P2b2,22,1,0.045454545454545456,21,0.9545454545454546,21,0,0.0,19,0.9047619047619048
Xla-Mir-103-P2c,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Cmi-Novel-7,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Cfa-Mir-143,21,3,0.14285714285714285,18,0.8571428571428571,21,2,0.09523809523809523,17,0.8095238095238095
Tgu-Mir-15-P1b,22,1,0.045454545454545456,21,0.9545454545454546,22,1,0.045454545454545456,19,0.8636363636363636
Ocu-Mir-30-P1d,24,3,0.125,21,0.875,22,0,0.0,20,0.9090909090909091
Mun-Mir-194-P2,23,2,0.08695652173913043,21,0.9130434782608695,22,3,0.13636363636363635,17,0.7727272727272727
Sha-Mir-10-P1c-v1,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Mdo-Mir-1547,24,5,0.20833333333333334,19,0.7916666666666666,22,2,0.09090909090909091,18,0.8181818181818182
Cmi-Mir-34-P1,23,2,0.08695652173913043,21,0.9130434782608695,23,2,0.08695652173913043,19,0.8260869565217391
Bta-Mir-10-P1c-v2,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Dmo-Mir-281-P1-v2,23,4,0.17391304347826086,19,0.8260869565217391,23,3,0.13043478260869565,18,0.782608695652174
Hsa-Mir-1287,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Loc-Mir-726,22,6,0.2727272727272727,16,0.7272727272727273,21,4,0.19047619047619047,15,0.7142857142857143
Tgu-Mir-124-P2-v1,22,3,0.13636363636363635,19,0.8636363636363636,22,5,0.22727272727272727,15,0.6818181818181818
Cmi-Mir-17-P4c,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Gmo-Mir-124-P3b-v1,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Gmo-Mir-458,22,8,0.36363636363636365,14,0.6363636363636364,22,4,0.18181818181818182,16,0.7272727272727273
Spu-Mir-10-P2n,22,3,0.13636363636363635,19,0.8636363636363636,21,3,0.14285714285714285,16,0.7619047619047619
Dre-Mir-214-P1-v2,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Lpo-Mir-252-P1f,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Cel-Mir-36-P3,23,7,0.30434782608695654,16,0.6956521739130435,22,6,0.2727272727272727,14,0.6363636363636364
Cgi-Mir-2-o33,22,2,0.09090909090909091,20,0.9090909090909091,24,3,0.125,19,0.7916666666666666
Hsa-Mir-505-v2,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Sko-Mir-124,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Esc-Novel-53,22,4,0.18181818181818182,18,0.8181818181818182,23,4,0.17391304347826086,17,0.7391304347826086
Obi-Mir-67,23,5,0.21739130434782608,18,0.782608695652174,23,5,0.21739130434782608,16,0.6956521739130435
Dre-Mir-181-P2c1,24,5,0.20833333333333334,19,0.7916666666666666,21,3,0.14285714285714285,16,0.7619047619047619
Xtr-Mir-430-o5k27,21,4,0.19047619047619047,17,0.8095238095238095,23,5,0.21739130434782608,16,0.6956521739130435
Bta-Mir-362-P1,26,6,0.23076923076923078,20,0.7692307692307693,22,1,0.045454545454545456,19,0.8636363636363636
Rno-Mir-134,22,5,0.22727272727272727,17,0.7727272727272727,22,6,0.2727272727272727,14,0.6363636363636364
Ocu-Mir-204-P2,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Cpi-Mir-338-P2,21,4,0.19047619047619047,17,0.8095238095238095,23,2,0.08695652173913043,19,0.8260869565217391
Ami-Mir-430-P2,23,4,0.17391304347826086,19,0.8260869565217391,23,5,0.21739130434782608,16,0.6956521739130435
Pmi-Mir-10-P2,22,4,0.18181818181818182,18,0.8181818181818182,23,5,0.21739130434782608,16,0.6956521739130435
Pma-Mir-128-o1,24,7,0.2916666666666667,17,0.7083333333333334,22,7,0.3181818181818182,13,0.5909090909090909
