,G,Y,m
Rno-Mir-124-P2-v1,0,1,0
Spt-Mir-9-P3,0,0,0
Dya-Mir-960,0,1,0
Ete-Mir-335,1,1,0
Mdo-Mir-130-P2b,1,1,0
Sto-Mir-192-P1,1,1,0
Rno-Mir-154-P22,1,0,0
Cpo-Mir-376-P1,0,0,0
Mdo-Mir-1544-P1k,0,1,0
Ovu-Novel-69-P3,1,1,1
Gga-Mir-2184,0,1,0
Ete-Mir-30-P2d,1,1,0
Loc-Mir-210,0,1,0
Cli-Mir-218-P2,0,0,0
Esc-Mir-10-P6,0,1,0
Cpi-Let-7-P2b4,0,1,0
Bla-Mir-22-o1a,0,1,0
Ocu-Mir-199-P3-v2,1,1,0
Gja-Mir-219-P2,0,0,0
Sha-Mir-7385-P9a,1,0,0
Cpo-Mir-483,0,1,1
Gga-Mir-124-P2-v2,0,1,0
Obi-Mir-2-o21,0,1,1
Aca-Mir-727-v1,0,1,0
Mml-Mir-430-P5,0,0,0
Dno-Mir-326,1,1,0
Rno-Mir-582-v2,1,1,0
Sha-Mir-7254-v1,0,0,0
Dme-Mir-2-P3a,0,1,1
Cmi-Mir-129-P4,0,0,0
Hsa-Mir-10-P3d,0,0,0
Npo-Mir-7,0,1,0
Xtr-Mir-430-o5c9,1,0,1
Tgu-Mir-199-P1-v1,0,0,0
Bta-Mir-105-P1,0,1,0
Ocu-Mir-154-P23,0,1,0
Rno-Mir-148-P4,1,1,0
Pma-Mir-122,0,0,0
Sto-Mir-459,0,0,0
Sto-Mir-130-P1c,1,1,0
Spt-Mir-1329,0,1,0
Ocu-Mir-132-P1,1,1,0
Obi-Novel-75,0,1,1
Lch-Mir-19-P2d,0,1,0
Aca-Mir-29-P1b-v2,0,1,0
Obi-Novel-84,0,1,0
Dmo-Novel-6,1,1,0
Lgi-Mir-71,0,1,0
Cli-Mir-383-v2,1,1,0
Rno-Mir-506-P26,1,1,0
Gga-Mir-137-P3-v1,1,1,0
Ocu-Mir-505-v1,1,1,0
Efe-Mir-2707-v1,0,0,0
Xla-Mir-148-P4b,1,1,0
Xla-Mir-34-P2a2a,0,0,0
Aca-Mir-17-P4c,0,0,0
Xla-Mir-7147-P1,0,1,0
Aca-Mir-8-P1a,0,1,0
Esc-Novel-38-v2,1,1,1
Dme-Mir-282,1,0,0
Sha-Mir-34-P3c,0,1,0
Cpo-Mir-2355,0,1,0
Ami-Mir-133-P4-v2,0,1,0
Lpo-Mir-153-P14,0,1,0
Ete-Novel-1,0,0,0
Aca-Mir-875,0,1,0
Tni-Mir-204-P2,1,0,0
Dme-Mir-76,1,1,0
Ete-Mir-15-P1c,0,1,0
Spt-Mir-214,0,0,0
Hme-Mir-932,0,1,0
Ami-Mir-101-P2-v1,1,1,0
Pmi-Mir-1,0,1,0
Cte-Mir-2-o43,0,1,0
Cpi-Mir-7-P3,0,1,0
Dno-Mir-218-P4,0,0,0
Mun-Mir-130-P1a,1,1,0
Aca-Mir-29-P1d-v1,0,1,0
Tgu-Mir-133-P1-v2,0,1,0
Xtr-Mir-26-P2c,1,1,0
Cpi-Mir-214-v1,0,0,0
Mmu-Mir-10-P2c,1,1,0
Ete-Mir-223,1,1,1
Oan-Mir-15-P1d,0,1,0
Obi-Novel-29-v2,0,1,0
Spt-Mir-1-P3,0,1,0
Rno-Mir-10-P1b-v1,0,0,0
Pma-Let-7-P2o20,0,1,1
Ete-Mir-652,1,0,0
Ocu-Mir-136-v1,0,1,0
Cmi-Mir-221-P1a,0,0,1
Ocu-Mir-935-v2,0,1,1
Spt-Mir-1662,0,1,0
Efe-Mir-279-o16,1,1,0
Dan-Mir-977,0,1,0
Cel-Mir-64-P3,0,0,1
Sko-Mir-96-P1,1,1,0
Aca-Mir-34-P3d,0,0,0
Npo-Mir-210,0,1,0
Rno-Mir-95-P2,0,0,0
Ami-Mir-30-P1b,1,1,0
Cmi-Mir-133-P1-v1,0,1,0
Hsa-Mir-224,0,0,0
Tgu-Mir-383-v1,1,1,0
Pma-Mir-24-o1,0,1,0
Ocu-Mir-204-P1,1,0,0
Spt-Mir-218-P4,0,0,0
Ami-Mir-9-P2,0,0,0
Aae-Mir-14,1,1,1
Mmu-Mir-8-P2a,0,1,0
Hme-Mir-184,0,1,0
Mmu-Mir-3099,0,1,1
Cli-Mir-430-P2,1,1,0
Xtr-Let-7-P2a3,0,1,0
Xla-Mir-126-P2c,0,1,0
Hme-Mir-2763-v1,0,1,0
Cte-Mir-10-P4,0,0,1
Tgu-Mir-187,0,1,0
Bge-Mir-96-P3,0,1,0
Mmu-Mir-154-P19,1,0,0
Hsa-Mir-452-v2,0,1,0
Bla-Mir-4872-P28,0,0,0
Pfl-Mir-124,0,1,0
Hsa-Mir-362-P4,0,0,1
Mal-Mir-23-P2b,0,0,0
Bta-Mir-28-P3,1,1,0
Pbv-Mir-153-P1,1,1,0
Mdo-Mir-1544-P2o,0,1,0
Mun-Mir-124-P3-v2,0,1,0
Pmi-Mir-153,1,1,0
Dno-Mir-137-P1-v2,0,1,0
Mdo-Mir-7373-P2,0,1,1
Cpo-Mir-192-P1,1,1,0
Sme-Mir-315,0,1,0
Loc-Mir-181-P2b,0,1,0
Ete-Mir-338-P2,0,1,0
Dno-Mir-10-P2d,0,1,0
Mmu-Mir-666,1,0,0
Mdo-Mir-199-P2-v2,1,1,0
Hme-Mir-3-P26,1,1,0
Mmu-Mir-499,1,0,0
Isc-Let-7,0,1,0
Esc-Novel-2,1,1,0
Lch-Mir-137-P1,1,1,0
Mal-Mir-723-P2,0,0,0
Lpo-Mir-10-P1m-v2,0,0,0
Oan-Let-7-P2b3,0,1,1
Tni-Mir-196-P3a,0,0,0
Mml-Mir-218-P4,0,0,0
Pfl-Mir-96-P3,0,0,0
Dre-Mir-203-P1-v2,1,1,0
Dno-Let-7-P2c1,0,1,0
Cin-Let-7-P2o1-v1,0,1,0
Sha-Mir-29-P1b-v1,0,1,0
Obi-Novel-18,0,1,0
Ete-Mir-135-P1,0,0,0
Aca-Mir-181-P2c,0,1,1
Dpu-Mir-277,1,1,0
Mml-Mir-30-P1a,1,1,0
Mml-Mir-577,0,0,0
Oan-Let-7-P2b1,0,1,0
Cgi-Novel-1,0,1,0
Xtr-Mir-430-o5a6,1,0,1
Esc-Novel-48,1,1,0
Mmu-Mir-1-P3,0,1,0
Mml-Mir-154-P29,1,1,0
Cgi-Mir-184-P15t,0,1,0
Tgu-Mir-1306,1,0,0
Pbv-Mir-199-P3-v2,1,1,0
Cpo-Mir-324,0,1,0
Aca-Mir-103-P2,0,0,0
Mal-Mir-29-P1b2-v1,0,1,0
Ocu-Mir-1249,0,0,0
Gga-Mir-142-P1-v3,1,1,0
Dya-Mir-124,0,1,0
Hme-Mir-305,0,0,0
Cpo-Mir-29-P2d,0,1,0
Rno-Mir-542-P1c,0,1,0
Dno-Mir-542-v2,0,1,0
Mml-Mir-1911,0,1,0
Bta-Mir-154-P7,0,1,0
Dpu-Mir-750,1,1,0
Bta-Mir-342,1,1,0
Gga-Mir-1552,0,1,1
Cfa-Mir-21,1,1,0
Dno-Mir-19-P2a,0,1,0
Gga-Mir-148-P4,1,1,0
Dme-Mir-10-P2,0,1,0
Lch-Mir-101-P1,1,1,0
Oan-Mir-1421-P1,0,1,0
Tca-Mir-3824,0,0,0
Pbv-Let-7-P2c1,0,1,0
Ocu-Mir-181-P1b,0,0,0
Dre-Mir-203-P2-v2,1,1,0
Hme-Mir-87-P2,1,0,0
Efe-Mir-153-P8,0,1,0
Csc-Mir-317-P18,1,1,0
Tca-Mir-9-o6,0,0,0
Cpi-Mir-1677-P4,0,1,0
Bta-Mir-199-P1-v1,0,0,0
Gja-Mir-133-P4-v2,0,1,0
Xtr-Mir-430-o5c22,1,0,1
Spu-Mir-2010,0,1,0
Gmo-Mir-724-P2-v2,0,0,0
Tca-Mir-3821-v2,0,0,0
Rno-Mir-326,1,1,0
Aca-Mir-33-P1,1,1,0
Cpo-Mir-17-P4d,0,0,0
Hsa-Mir-3085,0,1,0
Sha-Novel-11-P2b-v1,1,1,0
Asu-Mir-5360,1,0,1
Cli-Mir-138-P1,1,0,0
Mml-Mir-136-v2,0,0,0
Dsi-Mir-279-P3,1,1,0
Sto-Mir-23-P1,0,0,0
Mmu-Mir-181-P1a,0,0,0
Gja-Mir-146-P1,0,1,0
Tgu-Mir-196-P1,0,1,1
Gga-Mir-2970,0,1,0
Ocu-Mir-154-P25,1,0,0
Mmu-Mir-154-P30,1,1,0
Dre-Mir-124-P2a-v1,0,1,0
Cfa-Mir-504-v1,0,0,0
Dsi-Mir-2-P6a,0,1,0
Cpo-Mir-154-P3a-v1,1,1,0
Gga-Mir-193-P2b,0,1,0
Ocu-Mir-19-P2c,0,1,0
Bta-Mir-154-P18,0,1,0
Ocu-Mir-192-P2,1,1,0
Obi-Novel-53,0,1,0
Dmo-Mir-29-P2g,1,1,1
Dan-Mir-96-P2,0,0,0
Mun-Mir-133-P2-v1,1,1,0
Cpo-Mir-210,0,1,0
Dme-Mir-275,1,1,0
Gga-Mir-138-P2,1,0,0
Spt-Let-7-P2a3,0,1,0
Cfa-Mir-29-P2d8,0,1,0
Bpl-Mir-184,0,1,0
Loc-Mir-204-P1,1,0,0
Mdo-Mir-7319,1,0,0
Tca-Mir-375,0,1,0
Mml-Mir-1247,0,1,0
Mmu-Mir-676,1,1,1
Rno-Mir-1962-P1,1,0,0
Dpu-Mir-87-o5b,1,0,0
Dno-Mir-769,1,1,0
Ete-Mir-130-P2b,1,1,0
Bfl-Mir-4872-P33a,0,0,0
Dno-Mir-1251,1,1,0
Xtr-Mir-10-P1c-v2,0,1,0
Mdo-Mir-7373-P5f,1,1,0
Ovu-Mir-279,0,1,0
Esc-Mir-279,0,1,0
Dsi-Mir-973,0,0,1
Cmi-Mir-193-P1b,0,0,1
Hsa-Mir-148-P1,1,1,0
Csc-Mir-277-P18a,1,1,0
Ocu-Mir-1911,0,1,0
Dpu-Mir-76,1,1,0
Sha-Mir-135-P4,0,0,0
Ete-Mir-430-P8,1,0,0
Cfa-Mir-506-P7,1,1,0
Gga-Mir-133-P3-v2,0,1,0
Cin-Mir-8-P2,0,1,0
Mal-Mir-7-P2a,0,1,0
Tni-Mir-10-P1c2-v2,1,1,0
Ovu-Mir-193-P1,0,1,0
Oan-Mir-1421-P33,0,1,0
Xtr-Mir-430-o5a22,1,0,1
Gmo-Mir-26-P2b,1,1,0
Sto-Mir-124-P1-v1,0,1,0
Ebu-Mir-1-P8,0,1,0
Dpu-Mir-281,0,1,0
Cel-Mir-1819,1,1,1
Bta-Mir-154-P6,0,0,0
Dan-Mir-978-v1,1,1,0
Tni-Mir-135-P4b,0,0,0
Cfa-Novel-21,0,1,0
Lpo-Mir-133-P15,0,1,0
Bge-Mir-10-P1-v1,0,1,0
Cpi-Mir-9583,1,1,1
Aae-Mir-9-P10b,0,0,0
Lpo-Mir-275-P4-v2,1,1,0
Hsa-Mir-154-P1,1,0,1
Spt-Mir-210,0,1,0
Cpi-Mir-7463,0,0,0
Cin-Mir-92-o70,0,1,0
Cpi-Mir-31,0,1,0
Pmi-Mir-92-o24,0,1,0
Pbv-Mir-7-P4,0,1,0
Mal-Mir-92-P1a1,1,1,0
Ocu-Mir-17-P2a,0,0,0
Cpi-Mir-130-P1b,1,1,0
Pma-Mir-133-o4-v1,0,1,0
Ovu-Novel-80,0,1,0
Cli-Mir-875,0,1,0
Tca-Mir-71,1,1,0
Mml-Mir-376-P1,0,0,0
Rno-Mir-1251,1,1,0
Aca-Mir-1-P1,0,1,0
Cli-Mir-216-P2a,0,0,0
Bfl-Mir-4876-P1,0,1,0
Dsi-Mir-282,1,0,0
Dsi-Mir-932,0,1,0
Dma-Mir-2-o1,0,1,0
Lpo-Mir-2-P1i,0,1,1
Loc-Mir-181-P1a,0,0,0
Mdo-Mir-7332,0,1,0
Ami-Let-7-P1d,0,1,0
Ocu-Mir-8-P1a,0,1,0
Spt-Mir-153-P2,1,1,0
Mun-Let-7-P2b3,0,1,1
Cfa-Mir-154-P4a,0,0,0
Hsa-Mir-430-P43,0,0,0
Mmu-Mir-448,1,1,1
Cfa-Mir-330-v1,1,1,1
Ebu-Mir-19-P1f,0,1,0
Isc-Mir-87-P1,1,0,0
Oan-Mir-459,0,0,0
Cfa-Mir-7-P1,0,1,0
Xla-Let-7-P2b2c,0,1,0
Pbv-Mir-124-P4b-v2,0,1,0
Cel-Mir-9-P15,0,0,0
Gja-Mir-216-P2b,0,1,0
Gja-Mir-199-P2-v1,0,0,0
Mdo-Mir-7360-P3g,0,0,0
Cpo-Mir-31,0,1,0
Aae-Mir-9-P12-v2,0,0,0
Cbr-Mir-2-o3,0,1,0
Gga-Mir-8-P3a,0,1,0
Dma-Mir-252-P1-v1,0,1,0
Cfa-Mir-296,1,0,0
Ocu-Mir-96-P2,1,1,0
Xla-Mir-22-P1b3,0,0,0
Dno-Mir-455,0,0,0
Mml-Mir-208-P1,0,0,0
Aae-Mir-970,0,1,0
Sha-Mir-10-P1b-v2,0,1,0
Cpo-Mir-19-P1a,0,1,1
Dmo-Novel-13,0,0,0
Dno-Mir-15-P2b,0,0,0
Sme-Mir-219-P10,0,0,0
Tgu-Mir-193-P2b,0,1,0
Loc-Mir-29-P2b,0,1,0
Ebu-Mir-129-P5,0,0,0
Mal-Mir-29-P2d2,0,1,0
Cpo-Mir-146-P4,1,0,0
Lpo-Mir-252-P2c,0,1,0
Dre-Novel-2,1,1,0
Bfl-Novel-4,0,1,1
Bge-Mir-87-P1,1,0,0
Gga-Mir-217-v2,0,0,0
Cbr-Mir-7594-P2a,0,1,0
Dme-Iab-4,0,0,0
Spu-Mir-153,1,1,0
Dno-Mir-430-P2,1,1,0
Dre-Let-7-P2a2a,0,1,0
Rno-Mir-34-P3b,1,1,0
Mml-Mir-199-P3-v1,0,0,0
Ami-Mir-9606,0,1,0
Ovu-Mir-2-o23-v1,0,1,0
Gja-Mir-19-P2c,0,1,0
Gja-Mir-9-P3,0,0,0
Cin-Mir-135-P8,0,1,0
Dme-Mir-305,0,1,0
Ocu-Mir-132-P2,1,1,0
Pbv-Let-7-P2a2,0,1,0
Spt-Mir-7-P3,0,1,0
Rno-Mir-133-P1-v1,0,1,0
Pma-Mir-133-o1-v1,0,1,0
Cte-Mir-76,1,1,0
Cfa-Mir-194-P2,0,1,0
Xtr-Mir-430-P1,1,1,0
Dma-Mir-216-P2,0,0,0
Ocu-Mir-154-P6,0,0,0
Ovu-Mir-1984-P2,0,0,0
Cte-Mir-1175,1,1,0
Mmu-Mir-376-P1,0,0,0
Tca-Mir-3851-P4b,0,1,1
Sto-Mir-210-P1,0,1,0
Ete-Mir-154-P26,1,1,1
Tca-Mir-34,0,1,0
Mml-Mir-223,1,1,0
Hme-Mir-316,0,0,0
Cpi-Mir-144,0,1,0
Mmu-Mir-1249,0,0,0
Mmu-Mir-124-P2-v1,0,1,0
Mal-Mir-133-P3-v1,0,1,0
Ete-Mir-326,1,1,0
Bta-Mir-199-P1-v3,0,1,0
Sha-Mir-7383-P4b,0,0,0
Mmu-Mir-10-P1c-v2,0,1,0
Ami-Mir-205-P2,0,0,0
Bla-Mir-92-o5,1,1,0
Bla-Mir-4872-P6b,0,0,0
Mun-Mir-133-P4-v1,0,1,0
Sha-Mir-138-P1,1,0,0
Pbv-Mir-181-P1b,0,0,0
Aca-Mir-34-P3c,0,1,0
Mdo-Mir-7393,0,1,0
Rno-Mir-199-P1-v2,1,1,0
Bge-Mir-8,0,1,0
Lan-Mir-216-P2f,0,1,0
Lpo-Mir-275-P5,1,1,0
Ami-Mir-181-P2a,1,1,0
Dsi-Mir-929,0,1,0
Mun-Mir-15-P1c,0,1,0
Ocu-Mir-134,0,1,1
Ete-Mir-15-P2a,0,1,0
Bpl-Mir-242,0,0,0
Mal-Mir-199-P2a-v2,1,1,0
Dpu-Mir-10-P4,0,0,0
Gja-Mir-499,1,0,0
Hsa-Mir-154-P25,1,0,0
Cfa-Mir-8859-P1,1,0,0
Pmi-Mir-9,0,0,0
Dmo-Mir-281-P2-v1,0,1,0
Mml-Mir-551-P2,1,0,0
Xtr-Mir-202-P1,0,0,0
Ete-Mir-154-P20-v2,1,0,0
Hme-Mir-927-P2,0,1,0
Dno-Mir-124-P3-v2,0,1,0
Cli-Mir-1662,0,1,0
Dno-Mir-15-P1d,0,1,0
Dmo-Novel-7-P2,0,1,0
Lan-Mir-22-P1,0,0,0
Sha-Mir-8-P1b,0,1,0
Mun-Mir-146-P1,0,1,0
Dmo-Mir-92-P8,1,1,0
Csc-Mir-279-P14b,0,1,0
Mdo-Mir-7371-P15,0,0,0
Ebu-Mir-8-P3o1,0,1,0
Pbv-Mir-142-P2-v3,1,1,0
Hsa-Mir-199-P1-v1,0,0,0
Dno-Mir-196-P3,0,1,0
Rno-Mir-147-v2,0,0,1
Lan-Mir-87-P2,1,0,0
Aca-Mir-138-P1,1,0,0
Pmi-Mir-92-o23,1,1,0
Mmu-Mir-29-P1b-v1,0,1,0
Dre-Mir-17-P2a1,0,0,0
Cpo-Mir-506-o6,1,1,0
Mmu-Mir-28-P2,0,1,0
Cpo-Mir-219-P2,1,0,0
Sme-Mir-92,0,0,0
Mdo-Mir-7383-P1a,0,0,0
Mdo-Mir-12358-P2-v1,1,0,0
Dre-Mir-23-P3,0,0,0
Cli-Mir-10-P3d,0,0,0
Cfa-Mir-15-P2d,1,1,0
Lch-Mir-122,0,0,0
Lpo-Mir-5305-P2,0,1,0
Xla-Mir-10-P2c3,0,1,0
Dya-Mir-927-P1,1,1,0
Cmi-Mir-1-P1,0,1,0
Mmu-Mir-361-v1,0,1,0
Hsa-Mir-199-P2-v1,0,0,0
Mal-Mir-8-P2a,0,1,0
Hsa-Mir-498,0,0,0
Gja-Mir-199-P2-v3,0,1,0
Mml-Mir-504-v1,0,0,0
Dre-Mir-1-P3,0,1,0
Dme-Mir-959-v2,0,1,0
Tgu-Mir-2131,1,1,0
Sha-Novel-6,1,0,0
Cbr-Mir-305-P2,0,0,1
Mal-Mir-214-P2-v1,0,0,0
Lpo-Mir-96-P2t-v1,0,0,0
Dno-Mir-92-P2c,0,0,0
Aca-Mir-133-P4-v1,0,1,0
Hsa-Mir-335,1,1,0
Mml-Mir-493,1,1,0
Hsa-Mir-550-P2b,1,1,0
Hsa-Mir-188-P1,0,1,0
Spt-Mir-203,0,0,0
Dme-Mir-1001,1,0,0
Gmo-Mir-219-P2a,0,0,0
Sto-Mir-133-P1-v2,0,1,0
Lan-Mir-2-o78,0,1,0
Sha-Mir-7281,0,1,0
Efe-Mir-375,0,1,0
Cpi-Mir-9-P4,0,0,0
Sme-Mir-10-P3t,1,0,0
Cli-Mir-205-P2,0,0,0
Cpo-Mir-199-P3-v2,1,1,0
Cin-Mir-4053,1,1,0
Ocu-Mir-452-v2,0,1,0
Sha-Mir-138-P2,1,0,0
Cli-Mir-2984,0,0,0
Gga-Mir-130-P1a,1,1,0
Sha-Mir-7383-P4a,0,0,0
Tgu-Mir-338-P2,0,1,0
Dya-Mir-988,0,1,1
Mmu-Mir-208-P2,0,0,0
Pmi-Mir-2005,0,0,0
Mml-Mir-430-P2,1,1,0
Rno-Mir-483,0,1,0
Tni-Let-7-P2a3a,0,1,0
Sko-Mir-133-v1,0,1,0
Mdo-Mir-7373-P13,0,0,0
Ete-Mir-154-P27,0,1,0
Hsa-Mir-450-P2,0,0,0
Tca-Mir-36,0,1,0
Xla-Mir-142-P1a1-v3,0,1,0
Ete-Mir-92-P1c,1,1,0
Mal-Mir-124-P1a-v1,0,1,0
Gmo-Mir-193-P2b2,0,1,0
Gmo-Mir-11183,0,1,0
Mal-Mir-10-P1c2a-v1,0,1,0
Cfa-Mir-32,1,1,0
Cpo-Mir-8-P2b,0,1,0
Lpo-Novel-1,1,1,0
Cin-Let-7-P2o2,0,1,0
Tni-Let-7-P2a2a,0,1,0
Tni-Mir-218-P2,0,1,0
Gja-Mir-221-P1b,0,0,0
Cmi-Mir-92-P1c,1,1,0
Oan-Mir-1421-P48,0,0,0
Cpo-Mir-17-P2c,0,1,0
Cpo-Mir-133-P1-v1,0,1,0
Gmo-Mir-205-P4b,0,0,0
Cfa-Mir-154-P33,0,0,0
Oan-Mir-1421-P36a,0,1,0
Mdo-Mir-7373-P5g,1,1,0
Tca-Mir-76,1,1,0
Xtr-Mir-17-P4a,0,0,0
Xtr-Mir-456,1,1,0
Aca-Mir-196-P1,0,1,0
Mdo-Mir-1544-P1h1,0,0,0
Cfa-Mir-675,0,1,0
Efe-Mir-279-o17,0,1,0
Lch-Mir-219-P3,0,0,0
Asu-Mir-5350-P3,0,1,0
Mal-Mir-221-P1a1,0,0,1
Cel-Mir-355,0,1,0
Xbo-Mir-10-P2,0,1,0
Bfl-Mir-10-P1-v2,0,1,0
Mun-Mir-133-P2-v2,0,1,0
Cpo-Mir-1301,1,1,0
Pbv-Mir-132-P2,1,1,0
Cli-Mir-199-P1-v2,1,1,0
Dsi-Mir-992,0,1,1
Mmu-Mir-34-P3b,1,1,0
Bla-Novel-6-P1,0,1,0
Dme-Mir-9-P11,0,1,0
Oan-Mir-430-P56,1,0,1
Tgu-Mir-26-P2,1,1,0
Pbv-Mir-184,0,1,0
Mmu-Mir-19-P2c,0,1,0
Dmo-Mir-210-v2,0,1,0
Ocu-Mir-142-P1-v1,1,1,0
Cin-Mir-7,0,1,0
Mml-Mir-430-P8,0,0,0
Mdo-Mir-7-P1,0,1,0
Ami-Mir-9600,0,0,1
Loc-Mir-148-P3,1,1,0
Ocu-Mir-383-v2,1,1,0
Sha-Mir-133-P2-v1,1,1,0
Mun-Mir-2970,0,1,0
Asu-Mir-76,0,1,0
Gga-Mir-30-P2a,1,1,0
Pma-Mir-17-P4h,0,0,0
Ete-Mir-574,0,1,0
Gja-Let-7-P2b3,0,1,1
Rno-Mir-3085,0,1,0
Sha-Novel-16-P27a1,0,1,0
Mun-Mir-34-P1,1,1,0
Ami-Mir-9603,0,1,0
Mdo-Mir-31,0,1,0
Cpi-Mir-133-P1-v1,0,1,0
Lch-Mir-27-P3,1,1,0
Pbv-Let-7-P2a1,0,1,0
Tca-Mir-10-P4,0,0,0
Dno-Mir-1-P1,0,1,0
Ete-Mir-423,0,0,0
Ovu-Novel-3-v3,0,0,0
Dno-Mir-154-P10,1,0,0
Pbv-Mir-9-P2,0,0,0
Oan-Mir-1422-P5,0,0,0
Bpl-Mir-36-P18,0,1,0
Cgi-Mir-184-P10,0,1,0
Mdo-Mir-96-P3-v1,1,1,0
Efe-Mir-281-P7,0,1,0
Cpi-Mir-26-P4,1,1,0
Gmo-Mir-11278,0,0,0
Xla-Mir-133-P2c-v1,1,1,0
Cpo-Mir-582-v1,0,0,0
Cli-Mir-147,0,0,0
Gga-Mir-142-P1-v4,0,0,0
Cpi-Mir-133-P4-v1,0,1,0
Ebu-Mir-30-P2f,1,1,0
Ete-Mir-30-P1d,1,1,0
Dmo-Mir-277,1,1,0
Mdo-Mir-199-P1-v3,0,1,0
Hsa-Mir-153-P1,1,1,0
Aae-Mir-11895-P2,0,1,0
Hsa-Mir-430-P29a,1,0,0
Cpo-Mir-506-o8,1,0,0
Ocu-Mir-203-v1,0,0,0
Cmi-Mir-218-P4,0,1,0
Obi-Novel-45,0,0,1
Hvu-Novel-2,0,1,0
Pma-Mir-205-o1,0,0,0
Pbv-Mir-218-P4,0,0,0
Cfa-Let-7-P2a1,0,1,0
Mml-Mir-153-P1,1,1,0
Oan-Mir-1422-P13,0,1,0
Ami-Mir-148-P4,1,1,0
Mml-Mir-92-P1a,1,1,0
Cte-Mir-2685-P2,0,1,0
Bla-Mir-10-P8,1,1,0
Cpo-Mir-126-P2-v1,0,1,0
Mal-Mir-210,0,1,0
Pbv-Mir-203-v2,1,1,0
Dre-Mir-92-P1d,0,1,0
Npo-Mir-1986,1,1,0
Cte-Mir-210-P6,0,1,0
Rno-Mir-202,0,0,0
Cpi-Mir-203-v1,0,0,0
Tgu-Mir-133-P3-v1,0,1,0
Cin-Mir-133,1,1,0
Lpo-Mir-190-P15,0,0,0
Gmo-Mir-8-P2a,0,1,1
Dre-Mir-33-P1a,1,1,0
Bfl-Mir-34-P6a,0,0,0
Ocu-Mir-154-P13,1,1,0
Dre-Novel-1,0,1,0
Tni-Mir-101-P2-v1,1,1,0
Mdo-Mir-7254-v1,0,0,0
Cfa-Mir-181-P2b,0,1,0
Sha-Mir-30-P1a,1,1,0
Mal-Mir-129-P1a,1,0,0
Aae-Mir-282-P2,1,0,0
Csc-Mir-133-P18,0,1,0
Bta-Mir-431,1,1,0
Mml-Mir-430-P19,0,1,0
Oan-Mir-148-P3,1,1,0
Mmu-Mir-338-P2-as,0,1,0
Sha-Mir-1541,0,1,0
Sto-Mir-92-P1c,1,1,0
Dme-Mir-216-P2,0,1,0
Cel-Mir-64-P1,0,1,0
Lpo-Mir-8-P13,0,1,0
Obi-Mir-7,0,1,0
Oan-Mir-221-P1a,0,0,1
Cbr-Mir-36-o1,0,1,0
Dya-Mir-959-v1,0,1,0
Hsa-Mir-142-P1-v2,0,0,0
Cli-Mir-124-P3-v1,0,1,0
Mmu-Mir-574,0,1,0
Lpo-Mir-133-P11,0,1,0
Rno-Mir-19-P2c,0,1,0
Gmo-Mir-133-P2a-v2,0,1,0
Mdo-Mir-26-P1,1,1,0
Lan-Mir-210,0,1,0
Ete-Mir-8-P1a,0,1,0
Dmo-Mir-2-P9,0,1,0
Xla-Mir-30-P2d1,1,1,0
Lpo-Mir-87-P1d,1,0,0
Mun-Mir-129-P4,0,0,0
Gja-Mir-184,0,1,0
Xla-Mir-15-P1a4,1,1,0
Bge-Mir-282,1,0,0
Sha-Mir-12316-P1-v2,1,1,0
Dno-Mir-124-P1-v1,0,1,0
Gja-Mir-196-P4,0,1,0
Pbv-Mir-132-P1,1,1,0
Gja-Mir-128-P2,0,1,0
Mml-Mir-30-P2b,1,1,0
Mal-Mir-129-P1b,1,0,0
Esc-Novel-15,1,0,1
Oan-Mir-17-P1c,0,0,0
Spt-Mir-10-P1b,0,1,0
Cte-Mir-2-o38,0,1,0
Dmo-Mir-210-v1,0,1,0
Lch-Mir-130-P1c,1,1,0
Dsi-Mir-988,0,1,1
Dre-Mir-143,0,1,0
Sto-Mir-181-P2b,0,1,0
Mun-Mir-196-P1,0,1,1
Mal-Mir-29-P1b2-v2,0,1,0
Gga-Mir-140-P1-v2,0,1,0
Cel-Mir-4813,1,1,0
Pmi-Mir-22-o2,0,1,0
Mmu-Mir-154-P13,1,1,0
Tgu-Mir-218-P2,0,0,0
Xla-Mir-425-P2,0,1,0
Dsi-Mir-9-P13,0,1,0
Mmu-Mir-203-v1,0,0,0
Spt-Mir-193-P2a,0,1,1
Mdo-Mir-7379,0,1,0
Gja-Mir-10-P3b,0,0,0
Sha-Mir-208-P2,0,0,0
Obi-Mir-2-o22d,0,1,0
Cfa-Mir-376-P5,0,0,1
Aca-Mir-5426,0,0,1
Pma-Mir-19-P1h,0,1,0
Esc-Mir-2-o23-v2,0,1,0
Pmi-Mir-193-P1,0,1,0
Cpi-Mir-219-P3,0,0,0
Mdo-Mir-7247,0,1,0
Lch-Mir-15-P1b,1,1,0
Xtr-Mir-430-o5g,1,0,1
Ami-Let-7-P1c,0,1,0
Cpi-Mir-101-P1-v2,1,0,0
Spu-Mir-7,0,0,0
Rno-Mir-137-P1-v2,0,1,0
Spt-Mir-10-P3d,0,0,0
Dre-Mir-17-P4d,0,0,0
Ocu-Mir-506-P3,1,0,1
Ami-Mir-23-P3,0,0,0
Xla-Mir-425-P1,0,1,0
Xtr-Mir-430-o5l14,1,0,1
Dan-Mir-974,0,1,0
Sha-Mir-124-P1-v2,0,1,0
Gga-Mir-27-P2,1,1,0
